product_id,product_key,object_id,display_sku,product_name,display_name,brand,lowest_original_price,highest_original_price,lowest_price,highest_price,lowest_discounted_price,highest_discounted_price,in_stock,is_new,on_sale,availability,active_variant_count,fiber,yarn_weight,yarn_content,color_family,content,color_code,knitting_needles,knit_gauge,crochet_hook,crochet_gauge,skein_weight,skein_yardage,quantity,care_instructions,department,category,subcategory,rating_average,rating_count,product_url,image_url,description,days_online,last_modified_at
4e16aaa8-ea5a-4997-9085-9a565345baef,SW97946,81138676,2286110,Yarn Bee Sugarwheel Cotton Yarn,180 Neptune Haze - Yarn Bee Sugarwheel Cotton Yarn,Yarn Bee,8.49,8.49,5.94,8.49,5.94,5.94,True,False,True,BOTH,8,100% Cotton,3 - Light,"Cotton, Polyester Blend, Cotton Blend",multi,100% Cotton,180 Neptune Haze,4mm (USA: Size 6),"21 Stitches x 24 Rows = 4"" x 4""",4.5mm (USA: 7),"12 Stitches x 17 Rows = 4"" x 4""",5 Ounces,335 Yards,1,"Machine Wash, Cold | Tumble Dry, Low | Iron, Low | Do Not Bleach | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.2866,171,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-sugarwheel-cotton-yarn/p/sw97946,https://cdn.media.amplience.net/s/hobbylobby/2286110-81138676-IMGSET,"Make sure your needlecrafts are ultra-sweet with this Yarn Bee Sugarwheel Cotton Yarn. This yarn features a gorgeous color palette made out of soft fibers. Knit or crochet decor pieces, scarves, hats, and so much more! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1005.0,2026-05-10T05:10:00.208Z
d046fb82-115b-4aa7-a250-fb97d6e98e6e,ART49YARN,81076677,2196996,Yarn Bee Velvety Smooth Aran Yarn,Slate Blue Yarn Bee Velvety Smooth Aran Yarn,Yarn Bee,5.49,5.49,3.84,5.49,3.84,3.84,True,False,True,BOTH,6,100% Polyester,4 - Medium,Polyester,blue,100% Polyester,07 Slate Blue,5.5mm (USA: Size 9 / UK: Size: 5),"18 Stitches x 20 Rows = 4"" x 4""",6.5mm (USA: Size K-10 1/2 / UK: Size 3),"11 Stitches x 13 Rows = 4"" x 4""",3.5 Ounces,161 Yards,1,"Machine Wash, Cold | Do Not Tumble Dry | Do Not Iron | Do Not Bleach | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.8095,21,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-velvety-smooth-aran-yarn/p/art49yarn,https://cdn.media.amplience.net/s/hobbylobby/2196996-81076677-02172025-IMGSET,"Stitch your way to a warm winter with materials like this Yarn Bee Velvety Smooth Aran Yarn. This plush velvet yarn boasts a solid color that will work well for a wide range of projects. Whether you knit or crochet, this yarn is sure to open up your creativity to an exciting realm of possibilities! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1366.0,2026-05-10T05:10:25.826Z
f090521a-bfc5-40b4-914d-fec5f88d59a0,93YD2OZ109YARN,81150010,2313443,Crafter's Secret Variegated Cotton Yarn,Holly Jolly Crafter's Secret Cotton Yarn,Crafter's Secret,2.99,2.99,2.09,2.99,2.09,2.09,True,False,True,BOTH,35,100% Cotton,4 - Medium,Cotton,multi,100% Cotton,214 Holly Jolly,4.5mm (US: Size 7),"20 Stitches x 26 Rows = 4"" x 4""",5mm (US: Size H/8),"13 Stitches x  14 Rows = 4"" x 4""",2.5 Ounces,116,1,"Hand Wash, Warm | Tumble Dry, Normal | Low Iron | Do Not Bleach | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.68,75,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/crafter-s-secret-variegated-cotton-yarn/p/93yd2oz109yarn,https://cdn.media.amplience.net/s/hobbylobby/2313443-81150010-IMGSET,"This wonderful Crafter's Secret Variegated Cotton Yarn will bring a blend of vibrant colors to your project! This plied yarn is made with U.S. cotton fibers and features vibrant colors. Use this lovely yarn to create eye-catching blankets, dishcloths, apparel, and more! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1005.0,2026-05-10T05:10:48.404Z
599fbbbc-fdce-4ae0-8eb5-294659c3ce75,SFSN23,81186568,2430056,Baby Bee Soft + Snuggly Yarn,11 Stormswept - Baby Bee Soft + Snuggly Yarn,Baby Bee,6.49,6.49,4.54,6.49,4.54,4.54,True,False,True,BOTH,9,100% Polyester,4 - Medium,Polyester,blue,100% Polyester,11 Stormswept,5mm (USA: Size 8 - UK: Size 6),"16 Stitches x 30 Rows = 4"" x 4""",5mm (USA: Size H-8 - UK: Size 6),"28 Single Crochet x 40 Rows = 4"" x 4""",4 Ounces,236 Yards,1,"Hand Wash, Cold | Do Not Tumble Dry | Do Not Iron | Do Not Bleach | Do Not Dry Clean",Yarn & Needle Art,Yarn & Tools,Yarn,4.5915,71,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/baby-bee-soft-snuggly-yarn/p/sfsn23,https://cdn.media.amplience.net/s/hobbylobby/2430056-81186568-07052024-IMGSET,"Cuddle up with soft creations by using this Baby Bee Soft + Snuggly Yarn. This fluffy yarn is made out of fuzzy polyester fibers that are perfect to snuggle with. Create warm blankets, one-of-a-kind sweaters, and cushy scarves with the help of this yarn! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",,2026-05-10T05:11:57.032Z
b8875aaf-48b3-4f87-a6b8-eabf21d733f3,PY53495,80997484,1981554,Print I Love This Yarn,Print I Love This Yarn,I Love this Yarn,4.99,4.99,3.49,4.99,3.49,3.49,True,False,True,BOTH,80,100% Acrylic,4 - Medium,Acrylic,green,100% Acrylic,884 Sage Advice,5mm (USA Size: 8 - UK Size: 6),"18 Stitches x 23 Rows = 4"" x 4""",5.5mm (USA Size: I-9 - UK Size: 5),"12 Single Crochet x 15 Rows = 4"" x 4""",5 Ounces,252 Yards,1,"Machine Wash, Warm | Tumble Dry, Normal | Do Not Iron | Do Not Bleach | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.6021,945,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/print-i-love-this-yarn/p/py53495,https://cdn.media.amplience.net/s/hobbylobby/1981554-80997484-02142025-IMGSET,"Make a one-of-a-kind creation full of beautiful colors with this Print I Love This Yarn. Featuring a blend of colors, this soft yarn can be knitted or crocheted into cozy sweaters, cute plushies, comfortable blankets, and more. Follow the provided pattern, or put your own skills to the test as you create adorable crafts! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",2061.0,2026-05-10T05:09:35.819Z
cd4a5499-bb2b-4616-8505-9e8d93caf5bc,TY201889,81040490,2095099,Tweed I Love This Yarn,2006 Sweet Dijon - Tweed I Love This Yarn,I Love this Yarn,4.99,4.99,3.49,4.99,3.49,3.49,True,False,True,BOTH,4,97% Acrylic & 3% Viscose,4 - Medium,"Acrylic Blend, Viscose Blend",yellow,97% Acrylic & 3% Viscose,2006 Sweet Dijon,5mm (USA Size: 8 - UK Size: 6),"18 Stitches x 23 Rows = 4"" x 4""",5.5mm (USA Size: I-9 - UK Size: 5),"12 Single Crochet x 15 Rows = 4"" x 4""",5 Ounces,252 Yards,1,"Machine Wash, Warm | Tumble Dry, Normal | Do Not Iron | Do Not Bleach | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.618,89,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/tweed-i-love-this-yarn/p/ty201889,https://cdn.media.amplience.net/s/hobbylobby/2095099-81040490-02172025-IMGSET,"Knit it your way! Take your knitting and crochet skills to a new level of softness with this Tweed I Love This Yarn. Featuring a blend of colors, this yarn is perfect for hats, scarves, shawls, sweaters, afghans, and more. Stay creative and stay warm! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1717.0,2026-05-10T05:06:37.420Z
a8efa3a6-8388-43bd-acf4-69c3c7ee5d78,BI78309,81076430,2196608,Crafter's Secret Big Idea Yarn,260 Light Sage - Crafter's Secret Big Idea Yarn,Crafter's Secret,11.99,11.99,8.39,11.99,8.39,8.39,True,False,True,BOTH,23,100% Acrylic,4 - Medium,Acrylic,green,100% Acrylic,260 Light Sage,5mm (USA Size: 8 / UK Size: 6),"18 Stitches x 23 Rows = 4"" x 4""",5.5mm (USA Size: 9 / UK Size: 5),"12 Single Crochet x 15 Rows = 4"" x 4""",16 Ounces,810 Yards,1,"Machine Wash, Warm | Do Not Bleach | Tumble Dry, Normal | Do Not Iron | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.5175,257,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/crafter-s-secret-big-idea-yarn/p/bi78309,https://cdn.media.amplience.net/s/hobbylobby/2196608-81076430-IMGSET,"With just a skein of yarn and a vast imagination, you can create dazzling, delightful creations to share with the world! Featuring a solid color, Crafter's Secret Big Idea Yarn can be combined with other colors and styles to create scarves, socks, hats, and a variety of other fun wearables and decor. Knit or crochet the day away! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1360.0,2026-05-10T05:11:01.660Z
0ffcfb79-c28a-43d0-afac-fbb9827ad2a5,PRNTILTYN22,81077021,2198513,Print I Love This Cotton Yarn,372 Rosemary Cottage - Print I Love This Cotton Yarn,I Love this Cotton,4.49,4.49,3.14,4.49,3.14,3.14,True,False,True,BOTH,19,100% Cotton,4 - Medium,Cotton,multi,100% Cotton,372 Rosemary Cottage,5mm (USA Size: 8 - UK Size: 6),"18 Stitches x 23 Rows = 4"" x 4""",5.5mm (USA Size: I-9 - UK Size: 5),"13 Single Crochet x 14 Rows = 4"" x 4""",3 Ounces,153 Yards,1,"Machine Wash, Cold | Tumble Dry, Normal | Iron, Low | Do Not Bleach | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.7262,168,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/print-i-love-this-cotton-yarn/p/prntiltyn22,https://cdn.media.amplience.net/s/hobbylobby/2198513-81077021-02142025-IMGSET,"You won't believe how soft this Print I Love This Cotton Yarn is until you feel it! This lovely cotton yarn features a blend of colors, and it's perfect for making scarves, sweaters, beanies, and stylish blouses. Crochet and knit your way to the sweetest, warmest wearable! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1361.0,2026-05-10T05:11:30.187Z
b371bbf1-4cbd-49a4-b5d0-9d8db1da9311,YN20215,140587,858076,Yarn Bee Bejeweled Sequin Yarn,Yarn Bee Bejeweled Sequin Yarn,Yarn Bee,5.99,5.99,5.99,5.99,,,True,False,,BOTH,2,"40% Metallic Polyester, 30% Sequin Polyester & 30% Polyester",1 - Super Fine,Polyester,gold,"40% Metallic Polyester, 30% Sequin Polyester & 30% Polyester",15 Gold,3.25mm (USA: Size 3/ UK: Size 10),"26 Stitches x 28 Rows = 4"" x 4""",3.25mm (USA: Size 3),,0.88 Ounces,328 Yards,1,"Machine Wash, Cold | Do Not Bleach | Do Not Tumble Dry | Do Not Iron | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.6957,23,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-bejeweled-sequin-yarn/p/yn20215,https://cdn.media.amplience.net/s/hobbylobby/858076-140587-IMGSET,"Start a flashy new knitting project with this Yarn Bee Bejeweled Sequin Yarn. This yarn has a shiny metallic color and has iridescent sequins spread across it. Use it to dress up mittens, scarves, blankets, and more. Add a glamorous shimmer effect to your needle art with this exciting sequin yarn! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple spools of thread; however, we are unable to guarantee all spools will be the same dye lot. No discounts may be applied to ""your price"" or ""reduced"" items.",3935.0,2026-04-08T20:28:42.871Z
23ff6da0-5c40-4c63-be46-58839f5f2e81,SS65477,81138671,2286060,Baby Bee Stork Struck Yarn,102 Puppy Love - Baby Bee Stork Struck Yarn,Baby Bee,5.99,5.99,4.19,5.99,4.19,4.19,True,False,True,BOTH,8,50% Lyocell & 50% Acrylic,4 - Medium,"Lyocell Blend, Acrylic Blend",multi,50% Lyocell & 50% Acrylic,102 Puppy Love,5.5mm (USA: Size 9 - UK: Size 5),"18 Stitches x 24 Rows = 4"" x 4""",5.5mm (USA: Size I-9 - UK: Size 5),"12 Single Crochet x 16 Rows = 4"" x 4""",3.5 Ounces,208 Yards,1,"Machine Wash, Warm | Tumble, Dry, Normal | Low Iron | Do Not Bleach | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.4464,56,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/baby-bee-stork-struck-yarn/p/ss65477,https://cdn.media.amplience.net/s/hobbylobby/2286060-81138671-02172025-IMGSET,"Create wonderful knit and crocheted creations fit for the smallest members of your family with this Baby Bee Stork Struck Yarn. This classic yarn is soft and sturdy, making it perfect for beginners. With a solid shade, this yarn will help you create adorable knit booties, sweet sweaters, and charming accessories! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1005.0,2026-05-10T05:08:36.337Z
928cc761-f240-4fa7-95b2-d81adaa81013,CY84971,81186184,2427847,Yarn Bee Cozy Occasion Yarn,Yarn Bee Cozy Occasion Yarn,Yarn Bee,5.49,5.99,3.84,5.99,3.84,4.19,True,False,True,BOTH,24,100% Polyester,6 - Super Bulky,Polyester,multi,100% Polyester,46 Back To School,8mm (USA: Size 11),"8 Stitches x 13 Rows = 4"" x 4""",8mm (USA: Size L-11),"7 Single Crochet x 8 Rows = 4"" x 4""",5.5 Ounces,101 Yards,1,"Hand Wash, Cold | Do Not Tumble Dry | Do Not Iron | Do Not Bleach | Do Not Dry Clean",Yarn & Needle Art,Yarn & Tools,Yarn,4.3131,214,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-cozy-occasion-yarn/p/cy84971,https://cdn.media.amplience.net/s/hobbylobby/2427847-81186184-07052024-IMGSET,"Snuggle up in a handmade craft lovingly constructed with this Yarn Bee Cozy Occasion Yarn. This polyester yarn features a beautiful color and is soft to the touch. It is perfect for knitting and crocheting warm blankets, hats, and other items that will keep you cozy. Find your inspiration and create something one-of-a-kind with this yarn! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",,2026-05-10T05:10:26.239Z
0bde45b2-3c1f-410a-bd69-d3479b3b20d4,YN20140,80785196,1340272,Crafter's Secret Solid Cotton Yarn,Taupe Crafter's Secret Cotton Yarn,Crafter's Secret,2.99,2.99,2.09,2.99,2.09,2.09,True,False,True,BOTH,24,100% Cotton,4 - Medium,Cotton,brown,100% Cotton,25 Taupe,4.5mm (USA: Size 7),"20 Stitches x 26 Rows = 4"" x 4""",5mm (USA: Size H/8),"13 Single Crochet x 14 Rows = 4"" x 4""",2.5 Ounces,116 Yards,1,"Machine Wash, Warm | Do Not Bleach | Tumble Dry | Low Iron | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,3.905,179,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/crafter-s-secret-solid-cotton-yarn/p/yn20140,https://cdn.media.amplience.net/s/hobbylobby/1340272-80785196-IMGSET,"Create soft and vibrant pieces with this Crafter's Secret Solid Cotton Yarn. This solid-colored blend of cotton fibers is perfect for blankets, scarves, crafts, and more! Use this lovely yarn to knit or crochet your next project! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",3460.0,2026-05-10T05:06:19.263Z
8561296e-0b26-4f76-8a1f-f5f2e2da6202,OP04875,37346,349571,Ombre Print I Love This Yarn,507 Denims - Ombre Print I Love This Yarn,I Love this Yarn,4.99,4.99,3.49,4.99,3.49,3.49,True,False,True,BOTH,3,100% Acrylic,4 - Medium,Acrylic,blue,100% Acrylic,507 Denims,5mm (USA: Size 8 - UK: Size 6),"18 Stitches x 23 Rows = 4"" x 4""",5.5mm (USA: Size 9 - UK: Size 5),"12 Single Crochet x 15 Rows = 4"" x 4""",5 Ounces,252 Yards,1,"Machine Wash, Warm | Tumble Dry, Normal | Do Not Iron | Do Not Bleach | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.4538,119,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/ombre-print-i-love-this-yarn/p/op04875,https://cdn.media.amplience.net/s/hobbylobby/349571-37346-IMGSET,"This beautiful Ombre I Love This Yarn is absolutely perfect for hats, scarves, mittens, blankets, and more! Featuring a blend of colors, this stunning yarn can be transformed into any number of soft wearables with which you can curl up. Knit your way to comfort and style! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",3935.0,2026-05-10T05:09:08.999Z
ae3eefb7-756e-4b1e-8f33-94ace39e5d15,COTSCRUB22,81076682,2197002,Yarn Bee Scrub-Ology Cotton Yarn,Emerald Pine Yarn Bee Scrub-Ology Cotton Yarn,Yarn Bee,5.99,5.99,4.19,5.99,4.19,4.19,True,False,True,BOTH,2,100% Cotton,4 - Medium,Cotton,green,100% Cotton,118,5.5mm (US: Size I-9 / UK: Size 5),"18 Stitches x 23 Rows = 4"" x 4""",6.5mm (US: Size 10 1/2 / UK: Size 3),"14 Single Crochet x 16 Rows = 4"" x 4""",3 Ounces,125 Yards,1,"Machine Wash, Cold | Tumble Dry, Low | Cool Iron When Needed | Do Not Bleach | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.2353,17,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-scrub-ology-cotton-yarn/p/cotscrub22,https://cdn.media.amplience.net/s/hobbylobby/2197002-81076682-02142025-IMGSET,"Scrub-a-dub-dub! Create a completely usable homespun design with this Yarn Bee Scrub-Ology Cotton Yarn. Perfect for dishcloths, this worsted yarn offers beautiful colors and is easy to use. Personalize your kitchen or create special gifts! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1370.0,2026-05-10T05:06:49.541Z
039d7a30-f3c6-4279-8280-37f20b81f6aa,ART83SUPERBULK22,81227128,2528420,Yarn Bee Breathe Deep Super Bulky Yarn,Soft Pink - Yarn Bee Breathe Deep Super Bulky Yarn,Yarn Bee,13.99,13.99,9.79,13.99,9.79,9.79,True,False,True,BOTH,6,100% Polyester,6 - Super Bulky,Polyester,pink,100% Polyester,83 Soft Pink,,"12 Stitches x 17 Rows = 4"" x 4""",9mm (US: Size M-13/UK: Size 00),"10 Single Crochet x 11 Rows = 4"" x 4""",10.5 Ounces,303 Yards,1,"Hand Wash, Cold | Do Not Tumble Dry | Do Not Iron | Do Not Bleach | Do Not Dry Clean",Yarn & Needle Art,Yarn & Tools,Yarn,4.2667,60,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-breathe-deep-super-bulky-yarn/p/art83superbulk22,https://cdn.media.amplience.net/s/hobbylobby/2528420-81227128-06232025-IMGSET,"Create a colorful world that is as soft as it is stylish with this Yarn Bee Breathe Deep Super Bulky Yarn. This soft yarn features a solid color and is ideal for all kinds of knitted and crocheted creations. Make scarves, blankets, cowls, and home decor items for yourself or a friend. Knit and purl your way to something wonderful! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",,2026-05-10T05:09:12.449Z
a4707f91-b646-48f2-a5d4-da00c29240de,CHNKYN22,81077025,2198554,I Love This Chunky Print Yarn ,368 Cinnamon Cedar - I Love This Chunky Print Yarn ,I Love This Chunky,5.49,5.49,3.84,5.49,3.84,3.84,True,False,True,BOTH,8,100% Acrylic,5 - Bulky,Acrylic,multi,100% Acrylic,368 Cinnamon Cedar,6mm (USA: Size 10 - UK: Size 6),"12 Stitches x 16 Rows = 4"" x 4""",6.5mm (USA: Size 10.5 -UK: Size 4),"9 Single Crochet x 11 Rows = 4"" x 4""",3.5 Ounces,109 Yards,1,"Machine Wash, Cold | Do Not Bleach | Tumble Dry, Low | Do Not Iron | Dry Clean, Any Solvents",Yarn & Needle Art,Yarn & Tools,Yarn,4.7246,69,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/i-love-this-chunky-print-yarn-/p/chnkyn22,https://cdn.media.amplience.net/s/hobbylobby/2198554-81077025-IMGSET,"Add some adorably chunky texture to your handcrafted wares with this I Love This Chunky Print Yarn. Featuring a beautiful mix of colors, this chunky yarn will be the perfect texture and color for a nice scarf, hat, mitten set, and so much more. Knit or crochet your way to pretty and polished goods! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1369.0,2026-05-10T05:12:24.147Z
1abdcf37-32c3-4bbf-97e9-0d64242b8cdf,DS07660,81241513,2574390,Yarn Bee Dream Spun Yarn,Ivory - Yarn Bee Dream Spun Yarn,Yarn Bee,6.49,6.49,4.54,6.49,4.54,4.54,True,False,True,BOTH,12,80% Acrylic & 20% Superwash Wool,5 - Bulky,"Wool Blend, Acrylic Blend",white,80% Acrylic & 20% Superwash Wool,Ivory,8mm (US Size: 11 - UK: Size 0),"12 Stitches x 15 Rows = 4"" x 4""",9mm (US Size: M-13 - UK: Size 00),"8 Single Crochet x 11 Rows = 4"" x 4""",3.5 Ounces,76 Yards,1,"Machine Wash, Cool, Gentle Cycle | Tumble Dry, Low | Do Not Iron | Do Not Bleach | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.3521,71,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-dream-spun-yarn/p/ds07660,https://cdn.media.amplience.net/s/hobbylobby/2574390-81241513-07232025-IMGSET,"Design dreamy apparel with this Yarn Bee Dream Spun Yarn! Featuring a vibrant spectrum of hues along a twisted strand, this soft and comfortable yarn is buzzing with color. Spread the love and warmth by giving away striking handmade gifts such as hats, scarves, gloves, shawls, and more! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",,2026-05-10T05:11:05.244Z
4f50f65d-b887-4519-b2b9-f097b0f5c6e7,ZI4912-81160656,81160697,2337160,Yarn Bee Braided Basics XXL,Golden Natural - Yarn Bee Braided Basics XXL,Yarn Bee,4.99,4.99,4.99,4.99,,,True,False,,BOTH,3,69% Cotton & 31% Polyester,,"Polyester Blend, Cotton Blend",gold,"63% Cotton, 34% Polyester & 3% Lurex",Golden Natural,8-10mm (USA: Size 11-15/ UK: Size 0-000),"10 Stitches x 18 Rows = 4"" x 4""",8-10mm (USA: Size 11-15 / UK: Size 0-00),"8 Single Crochet x 8 Rows = 4"" x 4""",8.82 Ounces,71 Yards,1,"Wash At Or Below 30 Degrees Celsius | Do Not Bleach | Do Not Tumble Dry | Iron, Low Temp | Do Not Dry Clean",Yarn & Needle Art,Yarn & Tools,Yarn,5.0,8,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-braided-basics-xxl/p/zi4912-81160656,https://cdn.media.amplience.net/s/hobbylobby/2337160-81160697-11072023-IMGSET,"Create stylish knitted creations with this Yarn Bee Braided Basics XXL. This yarn features a mix of recycled fibers braided together to form a small cord. Use this yarn for macrame or to accent an outfit for a unique pop of color and texture! *No discounts may be applied to “your price” or “reduced” items. Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",,2026-05-10T05:06:41.591Z
8a4def4c-6764-470e-9c60-813fd4abb8fe,PRLSPN22,81141707,2296820,Yarn Bee Pearlspun Low Pill Fiber Yarn,12 Malayan Garnet - Yarn Bee Pearlspun Yarn,Yarn Bee,3.99,3.99,2.79,3.99,2.79,2.79,True,False,True,BOTH,12,100% Low Pill Acrylic,4 - Medium,Acrylic,red,100% Low Pill Acrylic,12 Malayan Garnet,5mm (USA: Size 8 - UK: Size 6),"18 Stitches x 23 Rows = 4"" x 4""",5.5mm (USA: Size I-9 - UK: Size 5),"13 Single Crochet x 16 Rows = 4"" x 4""",3.5 Ounces,150 Yards,1,"Machine Wash, Cold | Tumble Dry, Low | Low Iron | Do Not Bleach | Dry Clean, Any Solvent",Yarn & Needle Art,Yarn & Tools,Yarn,4.8923,65,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-pearlspun-low-pill-fiber-yarn/p/prlspn22,https://cdn.media.amplience.net/s/hobbylobby/2296820-81141707-IMGSET,"Pilly blankets, hats, and scarves can be frustrating, so knit and crochet with a classic material that's less prone to pilling up! This outstanding Yarn Bee Pearlspun Low Pill Fiber Yarn is made from a kind of acrylic that is resistant to forming pills over time. Its solid color and subtle sheen are perfect for a variety of handmade accessories and attire! Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",1005.0,2026-05-10T05:06:26.082Z
1be7883d-097f-4e82-b7d5-fa4a55f4d2c5,P81235087,81235091,2554152,Yarn Bee Eternal Bliss Yarn,Black Variegated - Yarn Bee Eternal Bliss Yarn,Yarn Bee,7.99,7.99,5.59,7.99,5.59,5.59,True,False,True,BOTH,5,100% Polyester,7 - Jumbo,Polyester,black,100% Polyester,Black Variegated,25mm (USA: Size 50; UK: Size 25),"2.5 Stitches x 3.5 Rows = 4"" x 4""",25mm (USA: Size U; UK: Size 0),"2 Single Crochet x 2 Rows = 4"" x 4""",8 Ounces,28 Yards,1,"Hand Wash, Cold | Do Not Tumble Dry | Do Not Iron | Do Not Bleach | Do Not Dry Clean",Yarn & Needle Art,Yarn & Tools,Yarn,4.8049,205,https://www.hobbylobby.com/yarn-needle-art/yarn-tools/yarn/yarn-bee-eternal-bliss-yarn/p/p81235087,https://cdn.media.amplience.net/s/hobbylobby/2554152-81235091-07232025-IMGSET,"Create darling works of art with this Yarn Bee Eternal Bliss Yarn. This plush jumbo yarn features a variegated design in a soft color palette. Use this chunky yarn to create pillows, blankets, poufs, and cozy accessories for any season. Note: Due to the variegated nature of this yarn, placement and frequency of color may vary. Note: We are aware of the importance of dye lots and make every effort to pull the same dye lot on orders for multiple skeins of yarn; however, we are unable to guarantee all skeins will be the same dye lot.",,2026-05-10T05:09:28.097Z
